dataset,overlap_level,method,metric,n,mean,std,standard_error,ci95_low,ci95_high
amazon_employee,low,BGM,runtime,30,0.001110410690307617,1.5859900400646825e-05,2.8956084030731624e-06,0.0011047352978375937,0.0011160860827776405
amazon_employee,low,Our Model,U_SC,30,1117.6922022906351,15.505571652930657,2.8309171204409282,1112.143604734571,1123.2407998466992
amazon_employee,low,Our Model,U_TSP,30,1.3264515266210818e-05,9.953469693954052e-06,1.8172466256075587e-06,9.702711880020003e-06,1.6826318652401633e-05
amazon_employee,low,Our Model,U_DP,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,Our Model,delivery_time,30,0.5944444987589399,0.021301506663392356,0.0038891052361288664,0.5868218524961273,0.6020671450217525
amazon_employee,low,Our Model,pS,30,0.0007915102706938589,4.227814181773493e-05,7.718897320991961e-06,0.0007763812319447147,0.0008066393094430031
amazon_employee,low,Our Model,avg_pT,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,Our Model,avg_psr,30,0.8292184565679233,0.034217567200836865,0.006247244472949085,0.8169738574009431,0.8414630557349034
amazon_employee,low,Our Model,avg_risk_value,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,Our Model,quality_q,30,40.555550124106006,2.1301506663392367,0.3889105236128868,39.79328549782475,41.317814750387264
amazon_employee,low,Our Model,social_welfare,30,1117.69221555515,15.505573334941039,2.8309174275326043,1112.143617397186,1123.2408137131138
amazon_employee,low,Our Model,quality_adjusted_welfare,30,45360.53551154656,3001.0100031014713,547.9069579991082,44286.637873868305,46434.43314922481
amazon_employee,low,Our Model,welfare_per_time,30,1883.4500841751078,93.01915158517099,16.982895867730193,1850.1636082743566,1916.736560075859
amazon_employee,low,Our Model,quality_per_time,30,68.43209959517473,6.00464200258364,1.0962926248526845,66.28336605046347,70.580833139886
amazon_employee,low,Our Model,runtime,30,0.0002614498138427734,2.1266137227951356e-05,3.88264769024978e-06,0.00025383982436988383,0.000269059803315663
amazon_employee,low,SRC,U_SC,30,1095.3383712051138,15.19546186619826,2.7742990786087782,1089.9007450110407,1100.775997399187
amazon_employee,low,SRC,U_TSP,30,22.35384435003633,0.31011146874277906,0.05661834892382611,22.24287238614563,22.464816313927027
amazon_employee,low,SRC,U_DP,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,SRC,delivery_time,30,0.5944444987589399,0.021301506663392356,0.0038891052361288664,0.5868218524961273,0.6020671450217525
amazon_employee,low,SRC,pS,30,0.5530830463862852,0.02175919196546235,0.003972666757522967,0.5452966195415402,0.5608694732310303
amazon_employee,low,SRC,avg_pT,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,SRC,avg_psr,30,0.8292184565679233,0.034217567200836865,0.006247244472949085,0.8169738574009431,0.8414630557349034
amazon_employee,low,SRC,avg_risk_value,30,0.0,0.0,0.0,0.0,0.0
amazon_employee,low,SRC,quality_q,30,40.555550124106006,2.1301506663392367,0.3889105236128868,39.79328549782475,41.317814750387264
amazon_employee,low,SRC,social_welfare,30,1117.69221555515,15.505573334941044,2.8309174275326052,1112.143617397186,1123.2408137131138
amazon_employee,low,SRC,quality_adjusted_welfare,30,45360.53551154657,3001.0100031014726,547.9069579991084,44286.63787386832,46434.433149224824
amazon_employee,low,SRC,welfare_per_time,30,1883.4500841751085,93.019151585171,16.982895867730196,1850.1636082743573,1916.7365600758596
amazon_employee,low,SRC,quality_per_time,30,68.43209959517473,6.00464200258364,1.0962926248526845,66.28336605046347,70.580833139886
amazon_employee,low,SRC,runtime,30,0.0012855847676595052,5.51778505612642e-05,1.0074051142351164e-05,0.001265839627420497,0.0013053299078985134
amazon_employee,medium,APM,U_SC,30,914.1462808132056,60.98784045238685,11.134805316432784,892.3220623929974,935.9704992334139
amazon_employee,medium,APM,U_TSP,30,18.656046568656617,1.244649809835592,0.2272409256804897,18.210654354322855,19.10143878299038
amazon_employee,medium,APM,U_DP,30,0.04909490443458299,0.26202184711699245,0.04783842540838225,-0.04466840936584622,0.1428582182350122
amazon_employee,medium,APM,delivery_time,30,0.7810482399732869,0.04806049598365127,0.008774605925044079,0.7638500123602004,0.7982464675863733
amazon_employee,medium,APM,pS,30,0.8918332159674606,0.15250874173574672,0.027844159355132687,0.8372586636314006,0.9464077683035206
amazon_employee,medium,APM,avg_pT,30,2.2425532717322315e-05,0.00012216993969594027,2.2305077273504108e-05,-2.1292418738745733e-05,6.614348417339037e-05
amazon_employee,medium,APM,avg_psr,30,0.5797528691318767,0.05693643510606022,0.010395123283839408,0.5593784274955514,0.600127310768202
