mechanism,varied_parameter,varied_value,feasible,USC,UTSP,UDP,delivery_time,time_ratio,quality_q,risk_cost,pS,avg_pT,avg_psr,pT,z,baseline_rule,decay_type,delivery_time_type,solver,risk_cap
Proposed,t1_t0,0.3,True,1056.3890157794071,14.781512140426642,0.44582671057283085,0.6535607659511822,0.6535607659511822,34.64392340488178,0.44582671057283074,0.45273707293594256,6.722486188517666e-05,0.44165412151765404,0;0;0;0;0;0.00070396692;0;0;0;3.5506559e-05;0,0;0;0;0;0;4675.4185;0;0;0;19.238502;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.3,True,1025.5517225168398,20.9296270212815,0.07757028682221628,0.6820930448853525,0.6820930448853525,31.79069551146475,0.38785143411108153,0.6760379932637062,2.3790100921973697e-05,0.44472730671551963,4.2237848e-07;0;6.9847609e-07;0;1.3362974e-06;0.00017468825;2.3962488e-05;0;0;4.6218412e-05;1.4364812e-05,511.21;0;1;0;401.2925;1933.6625;2278.85;0;0;41.7375;24.045,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,3.4174593545453834e-06
BGM,t1_t0,0.3,True,1013.2051589791296,20.67765633551436,0.07137085833367351,0.695609579866918,0.695609579866918,30.439042013308203,0.356854291668368,0.6968021544910253,1.8696080198311393e-05,0.4434800449529023,4.3978286e-07;0;0;0;2.7225149e-06;0.00012586769;1.8860808e-05;0;0;3.9741893e-05;1.8024191e-05,521.82183;0;0;0;573.275;1393.2571;2016.16;0;0;35.888885;27.016316,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,3.4174593545453834e-06
APM,t1_t0,0.3,True,1029.472998226283,21.009653056607082,0.11114552999373034,0.6776116693517744,0.6776116693517744,32.23883306482256,0.4429219981035894,0.6713227068600183,2.3743740848842644e-05,0.44361399647409017,5.7186081e-07;0;7.2757926e-07;0;0;0.0002079622;3.2379971e-05;1.3273131e-07;0;0;1.9406809e-05,584.24;0;1;0;11.4655;2209.9;2604.4;0;0;1.1925;27.48,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,3.4174593545453834e-06
Proposed,t1_t0,0.305,True,1047.8861340162205,15.364672165950731,0.4848063390490204,0.6627751361328001,0.6627751361328001,33.722486386719986,0.4848063390490205,0.4842500556204542,7.010209890452823e-05,0.4418501458241087,0;0;0;0;0;0.00073409684;0;0;0;3.7026246e-05;0,0;0;0;0;0;4875.5274;0;0;0;20.061913;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.305,True,1015.1781481319225,20.717921420475683,0.07757028682221628,0.6934612623001083,0.6934612623001083,30.653873769989172,0.38785143411108153,0.6942030412500729,2.3790100921973697e-05,0.44472730671551963,4.2237848e-07;0;6.9847609e-07;0;1.3362974e-06;0.00017468825;2.3962488e-05;0;0;4.6218412e-05;1.4364812e-05,511.21;0;1;0;401.2925;1933.6625;2278.85;0;0;41.7375;24.045,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,3.7162554850004177e-06
BGM,t1_t0,0.305,True,1002.1586333496718,20.452217035818308,0.07137085833367351,0.7072030728647,0.7072030728647,29.279692713530004,0.356854291668368,0.7166929981516876,1.8696080198311393e-05,0.4434800449529023,4.3978286e-07;0;0;0;2.7225149e-06;0.00012586769;1.8860808e-05;0;0;3.9741893e-05;1.8024191e-05,521.82183;0;0;0;573.275;1393.2571;2016.16;0;0;35.888885;27.016316,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,3.7162554850004177e-06
APM,t1_t0,0.305,True,1019.3101412970261,20.802247812046552,0.11114552999373034,0.688905197174304,0.688905197174304,31.109480282569603,0.4429219981035894,0.6890264716680083,2.3743740848842644e-05,0.44361399647409017,5.7186081e-07;0;7.2757926e-07;0;0;0.0002079622;3.2379971e-05;1.3273131e-07;0;0;1.9406809e-05,584.24;0;1;0;11.4655;2209.9;2604.4;0;0;1.1925;27.48,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,3.7162554850004177e-06
Proposed,t1_t0,0.31,True,1039.1994557085582,15.970818864225476,0.5274130259023553,0.6719260281920034,0.6719260281920034,32.807397180799654,0.5274130259023551,0.5183109532267618,7.31176630391758e-05,0.44205559426790675,0;0;0;0;0;0.0007656753;0;0;0;3.8618995e-05;0,0;0;0;0;0;5085.2567;0;0;0;20.924911;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.31,True,1004.4251202387804,20.49847187052243,0.07757028682221628,0.7048294797148642,0.7048294797148642,29.51705202851358,0.38785143411108153,0.7135049539135714,2.3790100921973697e-05,0.44472730671551963,4.2237848e-07;0;6.9847609e-07;0;1.3362974e-06;0.00017468825;2.3962488e-05;0;0;4.6218412e-05;1.4364812e-05,511.21;0;1;0;401.2925;1933.6625;2278.85;0;0;41.7375;24.045,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.042854625653134e-06
BGM,t1_t0,0.31,True,990.6807957236045,20.217975450477166,0.07137085833367351,0.718796565862482,0.718796565862482,28.120343413751804,0.356854291668368,0.737910944584382,1.8696080198311393e-05,0.4434800449529023,4.3978286e-07;0;0;0;2.7225149e-06;0.00012586769;1.8860808e-05;0;0;3.9741893e-05;1.8024191e-05,521.82183;0;0;0;573.275;1393.2571;2016.16;0;0;35.888885;27.016316,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.042854625653134e-06
APM,t1_t0,0.31,True,1008.7833619625671,20.587415579624768,0.11114552999373034,0.7001987249968336,0.7001987249968336,29.980127500316645,0.4429219981035894,0.7078163093828903,2.3743740848842644e-05,0.44361399647409017,5.7186081e-07;0;7.2757926e-07;0;0;0.0002079622;3.2379971e-05;1.3273131e-07;0;0;1.9406809e-05,584.24;0;1;0;11.4655;2209.9;2604.4;0;0;1.1925;27.48,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,4.042854625653134e-06
Proposed,t1_t0,0.315,True,1030.3215918272965,16.60107014204479,0.57403149819054,0.6810119878451566,0.6810119878451566,31.89880121548434,0.57403149819054,0.5551705225384208,7.62807120129806e-05,0.4422710907588813,0;0;0;0;0;0.00079879819;0;0;0;4.0289641e-05;0,0;0;0;0;0;5305.2434;0;0;0;21.830117;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.315,True,993.2638214437818,20.270690261347614,0.07757028682221628,0.7161976971296201,0.7161976971296201,28.38023028703799,0.38785143411108153,0.7340596262747432,2.3790100921973697e-05,0.44472730671551963,4.2237848e-07;0;6.9847609e-07;0;1.3362974e-06;0.00017468825;2.3962488e-05;0;0;4.6218412e-05;1.4364812e-05,511.21;0;1;0;401.2925;1933.6625;2278.85;0;0;41.7375;24.045,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.4002058799357025e-06
BGM,t1_t0,0.315,True,978.7365915779451,19.97421618106271,0.07137085833367351,0.7303900588602639,0.7303900588602639,26.960994113973612,0.356854291668368,0.7606006593961611,1.8696080198311393e-05,0.4434800449529023,4.3978286e-07;0;0;0;2.7225149e-06;0.00012586769;1.8860808e-05;0;0;3.9741893e-05;1.8024191e-05,521.82183;0;0;0;573.275;1393.2571;2016.16;0;0;35.888885;27.016316,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.4002058799357025e-06
APM,t1_t0,0.315,True,997.8656257047788,20.36460463448196,0.11114552999373034,0.7114922528193632,0.7114922528193632,28.850774718063676,0.4429219981035894,0.7278006383590476,2.3743740848842644e-05,0.44361399647409017,5.7186081e-07;0;7.2757926e-07;0;0;0.0002079622;3.2379971e-05;1.3273131e-07;0;0;1.9406809e-05,584.24;0;1;0;11.4655;2209.9;2604.4;0;0;1.1925;27.48,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,4.4002058799357025e-06
Proposed,t1_t0,0.32,True,1021.2447559780692,17.256579097839925,0.6250931422763298,0.6900315004615867,0.6900315004615867,30.996849953841334,0.6250931422763296,0.5951082691612681,7.960113194578328e-05,0.44249730883201477,0;0;0;0;0;0.00083356904;0;0;0;4.2043408e-05;0,0;0;0;0;0;5536.1751;0;0;0;22.780359;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.32,True,981.6620215534366,20.033918833900415,0.07757028682221628,0.727565914544376,0.727565914544376,27.243408545562396,0.38785143411108153,0.7559997412292186,2.3790100921973697e-05,0.44472730671551963,4.2237848e-07;0;6.9847609e-07;0;1.3362974e-06;0.00017468825;2.3962488e-05;0;0;4.6218412e-05;1.4364812e-05,511.21;0;1;0;401.2925;1933.6625;2278.85;0;0;41.7375;24.045,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.791616015535781e-06
BGM,t1_t0,0.32,True,966.2865111631033,19.720132906154742,0.07137085833367351,0.7419835518580459,0.7419835518580459,25.801644814195413,0.356854291668368,0.7849292854002076,1.8696080198311393e-05,0.4434800449529023,4.3978286e-07;0;0;0;2.7225149e-06;0.00012586769;1.8860808e-05;0;0;3.9741893e-05;1.8024191e-05,521.82183;0;0;0;573.275;1393.2571;2016.16;0;0;35.888885;27.016316,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,4.791616015535781e-06
APM,t1_t0,0.32,True,986.5267689601071,20.133199393688482,0.11114552999373034,0.7227857806418928,0.7227857806418928,27.72142193581072,0.4429219981035894,0.7491032409611142,2.3743740848842644e-05,0.44361399647409017,5.7186081e-07;0;7.2757926e-07;0;0;0.0002079622;3.2379971e-05;1.3273131e-07;0;0;1.9406809e-05,584.24;0;1;0;11.4655;2209.9;2604.4;0;0;1.1925;27.48,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,4.791616015535781e-06
Proposed,t1_t0,0.325,True,1011.9607387988345,17.93853756263296,0.681082621104447,0.6989829812000256,0.6989829812000256,30.101701879997446,0.6810826211044465,0.6384364390097967,8.308962055860921e-05,0.44273497731615596,0;0;0;0;0;0.00087009988;0;0;0;4.3885943e-05;0,0;0;0;0;0;5778.7958;0;0;0;23.7787;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.325,True,969.5835164507464,19.787418728650263,0.07757028682221628,0.7389341319591318,0.7389341319591318,26.106586804086817,0.38785143411108153,0.779477986077112,2.3790100921973697e-05,0.44472730671551963,4.2237848e-07;0;6.9847609e-07;0;1.3362974e-06;0.00017468825;2.3962488e-05;0;0;4.6218412e-05;1.4364812e-05,511.21;0;1;0;401.2925;1933.6625;2278.85;0;0;41.7375;24.045,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.220800188757298e-06
BGM,t1_t0,0.325,True,968.6644582900229,19.768662439593918,0.12688152592653046,0.7395668917280395,0.7395668917280395,26.043310827196052,0.634407629632653,0.7897401179332181,2.6449074197815833e-05,0.4456153482903274,7.7281794e-07;0;0;0;4.8309279e-06;0.00016782359;3.3059699e-05;0;0;5.2989191e-05;3.146359e-05,695.76244;0;0;0;764.36667;1857.6761;2688.2133;0;0;47.851846;36.021755,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.220800188757298e-06
APM,t1_t0,0.325,True,974.7329967893781,19.892510164608115,0.11114552999373034,0.7340793084644224,0.7340793084644224,26.592069153557762,0.4429219981035894,0.7718661405609294,2.3743740848842644e-05,0.44361399647409017,5.7186081e-07;0;7.2757926e-07;0;0;0.0002079622;3.2379971e-05;1.3273131e-07;0;0;1.9406809e-05,584.24;0;1;0;11.4655;2209.9;2604.4;0;0;1.1925;27.48,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,5.220800188757298e-06
Proposed,t1_t0,0.32999999999999996,True,1002.4608806758046,18.648173095477198,0.7425453369102142,0.7078647717863601,0.7078647717863601,29.21352282136399,0.742545336910214,0.6855044274184019,8.675776668663667e-05,0.44298488575118766,0;0;0;0;0;0.00090851206;0;0;0;4.582337e-05;0,0;0;0;0;0;6033.9116;0;0;0;24.828455;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.32999999999999996,True,973.2385534598907,19.862011321033204,0.14127006830758004,0.7352633116612953,0.7352633116612953,26.473668833870466,0.7063503415379006,0.7830369632178734,3.340476698484962e-05,0.44777109617386635,7.424019e-07;0;2.7431061e-06;0;2.3725067e-06;0.00023291766;4.1929055e-05;0;0;6.1624549e-05;2.5123157e-05,681.61333;0;2;0;535.05667;2578.2167;3038.4667;0;0;55.65;32.06,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.6919391494900485e-06
BGM,t1_t0,0.32999999999999996,True,956.0272265012992,19.51075974891355,0.12688152592653046,0.7509448439084707,0.7509448439084707,24.90551560915293,0.634407629632653,0.8154637306885153,2.6449074197815833e-05,0.4456153482903274,7.7281794e-07;0;0;0;4.8309279e-06;0.00016782359;3.3059699e-05;0;0;5.2989191e-05;3.146359e-05,695.76244;0;0;0;764.36667;1857.6761;2688.2133;0;0;47.851846;36.021755,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,5.6919391494900485e-06
APM,t1_t0,0.32999999999999996,True,962.4462755137123,19.64176074971271,0.11114552999373034,0.7453728362869518,0.7453728362869518,25.462716371304815,0.4429219981035894,0.7962531599746835,2.3743740848842644e-05,0.44361399647409017,5.7186081e-07;0;7.2757926e-07;0;0;0.0002079622;3.2379971e-05;1.3273131e-07;0;0;1.9406809e-05,584.24;0;1;0;11.4655;2209.9;2604.4;0;0;1.1925;27.48,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,5.6919391494900485e-06
Proposed,t1_t0,0.33499999999999996,True,992.7360426995892,19.38680921765862,0.8100985321594503,0.7166750701300779,0.7166750701300779,28.332492986992207,0.8100985321594503,0.736706102025567,9.06182767186799e-05,0.4432478998152021,0;0;0;0;0;0.00094893864;0;0;0;4.7862399e-05;0,0;0;0;0;0;6302.406;0;0;0;25.933261;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.33499999999999996,True,961.0686461265993,19.61364586416045,0.14127006830758004,0.7464036648682847,0.7464036648682847,25.35963351317153,0.7063503415379006,0.8076416317845823,3.340476698484962e-05,0.44777109617386635,7.424019e-07;0;2.7431061e-06;0;2.3725067e-06;0.00023291766;4.1929055e-05;0;0;6.1624549e-05;2.5123157e-05,681.61333;0;2;0;535.05667;2578.2167;3038.4667;0;0;55.65;32.06,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,6.209764334834612e-06
BGM,t1_t0,0.33499999999999996,True,942.822305969364,19.241271573677853,0.12688152592653046,0.7623227960889022,0.7623227960889022,23.76772039110978,0.634407629632653,0.8431627505017731,2.6449074197815833e-05,0.4456153482903274,7.7281794e-07;0;0;0;4.8309279e-06;0.00016782359;3.3059699e-05;0;0;5.2989191e-05;3.146359e-05,695.76244;0;0;0;764.36667;1857.6761;2688.2133;0;0;47.851846;36.021755,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,6.209764334834612e-06
APM,t1_t0,0.33499999999999996,True,966.7036113302072,19.72864515454078,0.20144112611390697,0.7411894170081851,0.7411894170081851,25.881058299181493,0.8042535664134748,0.8006996572168017,3.37892159061097e-05,0.44628668251862713,1.0035842e-06;0;2.8574022e-06;0;0;0.00027728293;5.6537515e-05;1.3273131e-07;0;0;3.3867212e-05,778.98667;0;2;0;15.287333;2946.5333;3472.5333;0;0;1.59;36.64,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,6.209764334834612e-06
Proposed,t1_t0,0.33999999999999997,True,982.7765757913565,20.155759706001483,0.8844378817114303,0.7254120365139052,0.7254120365139052,27.458796348609482,0.8844378817114301,0.7924824395240373,9.468486062102219e-05,0.44352495355937926,0;0;0;0;0;0.0009915232;0;0;0;5.0010271e-05;0,0;0;0;0;0;6585.2326;0;0;0;27.097041;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.33999999999999997,True,948.3731396323197,19.354553893798133,0.14127006830758004,0.7575440180752739,0.7575440180752739,24.245598192472606,0.7063503415379006,0.834064957322969,3.340476698484962e-05,0.44777109617386635,7.424019e-07;0;2.7431061e-06;0;2.3725067e-06;0.00023291766;4.1929055e-05;0;0;6.1624549e-05;2.5123157e-05,681.61333;0;2;0;535.05667;2578.2167;3038.4667;0;0;55.65;32.06,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,6.779608400953505e-06
BGM,t1_t0,0.33999999999999997,True,928.9962845807131,18.95910787075407,0.12688152592653046,0.7737007482693335,0.7737007482693335,22.629925173066646,0.634407629632653,0.8730869697579283,2.6449074197815833e-05,0.4456153482903274,7.7281794e-07;0;0;0;4.8309279e-06;0.00016782359;3.3059699e-05;0;0;5.2989191e-05;3.146359e-05,695.76244;0;0;0;764.36667;1857.6761;2688.2133;0;0;47.851846;36.021755,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,6.779608400953505e-06
APM,t1_t0,0.33999999999999997,True,954.3484363398067,19.476498725081576,0.20144112611390697,0.7522519456202476,0.7522519456202476,24.774805437975246,0.8042535664134748,0.8262752307118213,3.37892159061097e-05,0.44628668251862713,1.0035842e-06;0;2.8574022e-06;0;0;0.00027728293;5.6537515e-05;1.3273131e-07;0;0;3.3867212e-05,778.98667;0;2;0;15.287333;2946.5333;3472.5333;0;0;1.59;36.64,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,6.779608400953505e-06
Proposed,t1_t0,0.345,True,972.5722879409066,20.956365932011316,0.9663507514094167,0.734073740237897,0.734073740237897,26.592625976210304,0.9663507514094165,0.8533298198743833,9.897243851530389e-05,0.44381706348200445,0;0;0;0;0;0.001036422;0;0;0;5.2274867e-05;0,0;0;0;0;0;6883.4291;0;0;0;28.324066;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.345,True,935.1045770799687,19.083766901842523,0.14127006830758004,0.7686843712822633,0.7686843712822633,23.13156287177367,0.7063503415379006,0.8625278343844593,3.340476698484962e-05,0.44777109617386635,7.424019e-07;0;2.7431061e-06;0;2.3725067e-06;0.00023291766;4.1929055e-05;0;0;6.1624549e-05;2.5123157e-05,681.61333;0;2;0;535.05667;2578.2167;3038.4667;0;0;55.65;32.06,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,7.407506856044635e-06
BGM,t1_t0,0.345,True,914.4878384178587,18.66301713162206,0.12688152592653046,0.7850787004497649,0.7850787004497649,21.492129955023508,0.634407629632653,0.9055315641956865,2.6449074197815833e-05,0.4456153482903274,7.7281794e-07;0;0;0;4.8309279e-06;0.00016782359;3.3059699e-05;0;0;5.2989191e-05;3.146359e-05,695.76244;0;0;0;764.36667;1857.6761;2688.2133;0;0;47.851846;36.021755,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,7.407506856044635e-06
APM,t1_t0,0.345,True,941.4511784942929,19.213289380211908,0.20144112611390697,0.76331447423231,0.76331447423231,23.668552576769,0.8042535664134748,0.8537741658975734,3.37892159061097e-05,0.44628668251862713,1.0035842e-06;0;2.8574022e-06;0;0;0.00027728293;5.6537515e-05;1.3273131e-07;0;0;3.3867212e-05,778.98667;0;2;0;15.287333;2946.5333;3472.5333;0;0;1.59;36.64,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,7.407506856044635e-06
Proposed,t1_t0,0.35,True,963.2594752296778,57.7004327404426,5.562692225228316,0.7019160773757954,0.7019160773757954,29.80839226242046,3.4204041561024776,2.1831658303674972,0.0002109458257607285,0.46074833903273743,0.00014360677;0;0;0;0;0.001669729;0;0.00042285085;0;8.4217493e-05;0,3579.1214;0;0;0;0;11089.558;0;1;0;45.631524;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.35,True,958.6165641461878,19.563603374724725,0.5666972708189064,0.7468076010328016,0.7468076010328016,25.319239896719836,2.8334863540945365,0.8876057877853976,7.288767454919082e-05,0.46012041657090735,1.6334531e-06;0;2.7431061e-06;3.4899906e-05;5.3240963e-06;0.00034937649;9.1459509e-05;0.00016914034;0;9.2436824e-05;5.4750692e-05,1022.42;0;2;1;802.585;3867.325;4557.7;1;0;83.475;48.09,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,2.621891399144596e-05
BGM,t1_t0,0.35,True,950.597976159959,19.399958721282914,0.6465060979606836,0.7535616840240261,0.7535616840240261,24.643831597597387,3.2325304898034135,0.9208365793940342,7.242853858511786e-05,0.4605002946831718,2.2875948e-06;0;6.9847609e-07;3.4899906e-05;1.4711748e-05;0.00029369128;9.7154396e-05;0.00016914034;0;9.2731084e-05;9.1399095e-05,1217.5843;0;1;1;1337.6417;3250.9332;4704.3733;1;0;83.740731;63.038071,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,2.621891399144596e-05
APM,t1_t0,0.35,True,974.577465014683,19.88933604699007,0.7937088447173273,0.7317019918707179,0.7317019918707179,26.829800812928205,3.175879665673556,0.866751140548805,8.485076873002098e-05,0.4581741376349778,2.959447e-06;0;6.3143486e-06;0;0;0.00048524513;0.0001643507;0.00017618786;0;0;9.830098e-05,1363.2267;0;3;0;26.752833;5156.4333;6076.9333;1;0;2.7825;64.12,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,2.621891399144596e-05
Proposed,t1_t0,0.355,True,956.407660279212,54.62555128928457,5.562692225234125,0.7119434499096937,0.7119434499096937,28.80565500903063,3.420404156105643,2.1524170158574316,0.00021094582576083277,0.4607483390327568,0.00014360677;0;0;0;0;0.001669729;0;0.00042285085;0;8.4217493e-05;0,3579.1214;0;0;0;0;11089.558;0;1;0;45.631524;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.355,True,946.4508032867379,19.315322539813305,0.5666972708189064,0.757476281047556,0.757476281047556,24.252371895244394,2.8334863540945365,0.9164144082790584,7.288767454919082e-05,0.46012041657090735,1.6334531e-06;0;2.7431061e-06;3.4899906e-05;5.3240963e-06;0.00034937649;9.1459509e-05;0.00016914034;0;9.2436824e-05;5.4750692e-05,1022.42;0;2;1;802.585;3867.325;4557.7;1;0;83.475;48.09,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,2.6218913991470225e-05
BGM,t1_t0,0.355,True,937.9894445212614,19.142641748010053,0.6465060979606836,0.764326850938655,0.764326850938655,23.567314906134495,3.2325304898034135,0.9519805165577607,7.242853858511786e-05,0.4605002946831718,2.2875948e-06;0;6.9847609e-07;3.4899906e-05;1.4711748e-05;0.00029369128;9.7154396e-05;0.00016914034;0;9.2731084e-05;9.1399095e-05,1217.5843;0;1;1;1337.6417;3250.9332;4704.3733;1;0;83.740731;63.038071,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,2.6218913991470225e-05
APM,t1_t0,0.355,True,963.3220869776382,19.659634453373368,0.7937088447173273,0.7421548774688711,0.7421548774688711,25.78451225311289,3.175879665673556,0.8929801981771567,8.485076873002098e-05,0.4581741376349778,2.959447e-06;0;6.3143486e-06;0;0;0.00048524513;0.0001643507;0.00017618786;0;0;9.830098e-05,1363.2267;0;3;0;26.752833;5156.4333;6076.9333;1;0;2.7825;64.12,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,2.6218913991470225e-05
Proposed,t1_t0,0.36,True,949.130693974193,51.636083211704786,5.562692225234123,0.7219708224436331,0.7219708224436331,27.80291775563669,3.4204041561056417,2.1225223350816336,0.0002109458257608327,0.4607483390327568,0.00014360677;0;0;0;0;0.001669729;0;0.00042285085;0;8.4217493e-05;0,3579.1214;0;0;0;0;11089.558;0;1;0;45.631524;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,t1_t0,0.36,True,933.7598091502501,19.056322658431725,0.5666972708189064,0.7681449610623103,0.7681449610623103,23.185503893768967,2.8334863540945365,0.947411937174496,7.288767454919082e-05,0.46012041657090735,1.6334531e-06;0;2.7431061e-06;3.4899906e-05;5.3240963e-06;0.00034937649;9.1459509e-05;0.00016914034;0;9.2436824e-05;5.4750692e-05,1022.42;0;2;1;802.585;3867.325;4557.7;1;0;83.475;48.09,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,2.621891399147022e-05
BGM,t1_t0,0.36,True,924.8158578313701,18.873793038998542,0.6465060979606836,0.7750920178532841,0.7750920178532841,22.490798214671592,3.2325304898034135,0.9855931166884775,7.242853858511786e-05,0.4605002946831718,2.2875948e-06;0;6.9847609e-07;3.4899906e-05;1.4711748e-05;0.00029369128;9.7154396e-05;0.00016914034;0;9.2731084e-05;9.1399095e-05,1217.5843;0;1;1;1337.6417;3250.9332;4704.3733;1;0;83.740731;63.038071,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,2.621891399147022e-05
APM,t1_t0,0.36,True,951.6186004533852,19.420787788589145,0.7937088447173273,0.7526077630670243,0.7526077630670243,24.739223693297575,3.175879665673556,0.9210560719039522,8.485076873002098e-05,0.4581741376349778,2.959447e-06;0;6.3143486e-06;0;0;0.00048524513;0.0001643507;0.00017618786;0;0;9.830098e-05,1363.2267;0;3;0;26.752833;5156.4333;6076.9333;1;0;2.7825;64.12,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,2.621891399147022e-05
