mechanism,varied_parameter,varied_value,feasible,USC,UTSP,UDP,delivery_time,time_ratio,quality_q,risk_cost,pS,avg_pT,avg_psr,pT,z,baseline_rule,decay_type,delivery_time_type,solver,risk_cap
APM,lambda,0.73,True,541.982825445376,11.060873994658351,8.714528340284986,0.9389826709026421,0.9389826709026421,6.101732909735791,34.87071513231039,7.558315490858093,0.0005469019701088295,0.4884866879073284,3.1436175e-05;0;7.522931e-05;0;0;0.0022771861;0.0016718756;0.00096462851;0;0;0.00099556597,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00014669512501734483
Proposed,lambda,0.74,True,597.2067191537375,55.85982284477939,58.250319509264614,0.8967213793884494,0.8967213793884494,10.327862061155058,35.403821019743546,12.681510277000934,0.0009919962085915119,0.5123852883296418,0.0014022031;0;0.00029074067;0;0;0.0065422171;0;0.0023468222;0;0.00032997518;0,18890.381;0;3;0;0;23486.671;0;2;0;96.643404;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.74,True,407.08520128283556,8.307861253939734,5.129820558487605,0.966622612684821,0.966622612684821,3.337738731517903,25.649102792438043,9.923111483210052,0.0004278306230675249,0.48916751081227794,2.1627694e-05;0;5.6985172e-05;6.4564827e-05;7.794243e-05;0.0018313151;0.0011629754;0.00031290963;0;0.00048452302;0.00069329354,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501734483
BGM,lambda,0.74,True,316.2371086245962,6.453818545576169,6.653581786514152,0.9773674147247036,0.9773674147247036,2.2632585275296435,33.26790893257081,17.046556657826986,0.0004730155548481949,0.49172856947534244,2.4926427e-05;0;1.2921808e-06;0.00024792893;0.00017633774;0.0013971314;0.0010350999;0.0009387289;0;0.00044113501;0.00094059059,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00014669512501734483
APM,lambda,0.74,True,541.5147318716429,11.051321064582169,8.833905440836837,0.9389826709026421,0.9389826709026421,6.101732909735791,35.348396161520114,7.63503034885953,0.0005543937779185393,0.4884866879073284,3.1866808e-05;0;7.6259848e-05;0;0;0.0023083804;0.001694778;0.0009778426;0;0;0.0010092039,3505.44;0;8;0;68.793;13259.4;15626.4;2;0;7.155;164.88,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00014669512501734483
Proposed,lambda,0.75,True,595.4466837079273,48.715649975666295,55.0736391738345,0.901375311486406,0.901375311486406,9.862468851359395,33.97886036488479,12.18228468119128,0.0009726605539311671,0.5094261854055178,0.001363003;0;0.00017680176;0;0;0.0064553323;0;0.0023785361;0;0.00032559291;0,18117.45;0;2;0;0;22865.757;0;2;0;94.088453;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.75,True,406.7591110678744,8.301206351593589,5.199142457926623,0.966622612684821,0.966622612684821,3.337738731517903,25.995712289633154,10.020809428193559,0.0004336121179738429,0.48916751081227794,2.191996e-05;0;5.7755241e-05;6.5437324e-05;7.8995706e-05;0.0018560626;0.0011786913;0.00031713814;0;0.00049107063;0.00070266237,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00013891361399029164
BGM,lambda,0.75,True,315.81415661481566,6.4451868719071825,6.74349505389948,0.9773674147247036,0.9773674147247036,2.2632585275296435,33.71747526949745,17.233434119962183,0.0004794076569407382,0.49172856947534244,2.526327e-05;0;1.3096427e-06;0.00025127933;0.00017872068;0.0014160115;0.0010490878;0.00095141442;0;0.0004470963;0.00095330127,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00013891361399029164
APM,lambda,0.75,True,517.6544736845557,10.564377019348044,8.160033638409473,0.9451044956005145,0.9451044956005145,5.4895504399485535,32.65168298041447,7.906568013029126,0.0005261149406482068,0.4865531001628654,2.9125584e-05;0;7.7290387e-05;0;0;0.0022095983;0.0015543148;0.00099105669;0;0;0.00092587857,3310.6933;0;8;0;64.971167;12522.767;14758.267;2;0;6.7575;155.72,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00013891361399029164
Proposed,lambda,0.76,True,593.8447183318387,49.36772202332837,55.807954362835744,0.901375311486406,0.901375311486406,9.862468851359395,34.431911836416575,12.344715143607159,0.0009856293613171349,0.5094261854055178,0.0013811764;0;0.00017915912;0;0;0.0065414034;0;0.0024102499;0;0.00032993415;0,18117.45;0;2;0;0;22865.757;0;2;0;94.088453;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.76,True,406.4330208529133,8.29455144924744,5.2684643573656516,0.966622612684821,0.966622612684821,3.337738731517903,26.342321786828265,10.118507373177067,0.0004393936128801608,0.48916751081227794,2.2212226e-05;0;5.8525311e-05;6.6309822e-05;8.0048982e-05;0.0018808101;0.0011944072;0.00032136665;0;0.00049761823;0.0007120312,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00013891361399029158
BGM,lambda,0.76,True,315.39120460503506,6.436555198238196,6.833408321284807,0.9773674147247036,0.9773674147247036,2.2632585275296435,34.167041606424085,17.42031158209738,0.00048579975903328146,0.49172856947534244,2.5600114e-05;0;1.3271046e-06;0.00025462972;0.00018110363;0.0014348917;0.0010630756;0.00096409995;0;0.00045305758;0.00096601196,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00013891361399029158
APM,lambda,0.76,True,517.2278552068336,10.555670519802689,8.268834086921608,0.9451044956005145,0.9451044956005145,5.4895504399485535,33.08703875348667,7.984282660592527,0.0005331298065235163,0.4865531001628654,2.9513925e-05;0;7.8320925e-05;0;0;0.0022390597;0.001575039;0.0010042708;0;0;0.00093822362,3310.6933;0;8;0;64.971167;12522.767;14758.267;2;0;6.7575;155.72,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00013891361399029158
Proposed,lambda,0.77,True,592.2427529557501,50.01979407101547,56.542269551805816,0.901375311486406,0.901375311486406,9.862468851359395,34.88496330794838,12.507145606023046,0.0009985981687026812,0.5094261854055178,0.0013993498;0;0.00018151647;0;0;0.0066274745;0;0.0024419637;0;0.00033427539;0,18117.45;0;2;0;0;22865.757;0;2;0;94.088453;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.77,True,406.1069306379521,8.287896546901298,5.337786256804666,0.966622612684821,0.966622612684821,3.337738731517903,26.688931284023372,10.216205318160574,0.00044517510778647866,0.48916751081227794,2.2504492e-05;0;5.9295381e-05;6.718232e-05;8.1102258e-05;0.0019055576;0.0012101231;0.00032559516;0;0.00050416584;0.00072140003,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001389136139902916
BGM,lambda,0.77,True,314.9682525952545,6.427923524569202,6.9233215886701345,0.9773674147247036,0.9773674147247036,2.2632585275296435,34.616607943350715,17.607189044232573,0.0004921918611258245,0.49172856947534244,2.5936957e-05;0;1.3445665e-06;0.00025798011;0.00018348657;0.0014537719;0.0010770634;0.00097678547;0;0.00045901886;0.00097872264,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001389136139902916
APM,lambda,0.77,True,516.8012367291115,10.546964020257349,8.377634535433735,0.9451044956005145,0.9451044956005145,5.4895504399485535,33.522394526558855,8.061997308155927,0.0005401446723988256,0.4865531001628654,2.9902266e-05;0;7.9351464e-05;0;0;0.002268521;0.0015957632;0.0010174849;0;0;0.00095056867,3310.6933;0;8;0;64.971167;12522.767;14758.267;2;0;6.7575;155.72,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001389136139902916
Proposed,lambda,0.78,True,590.6407875796616,50.67186611869296,57.27658474078785,0.901375311486406,0.901375311486406,9.862468851359395,35.33801477948018,12.66957606843893,0.0010115669760884136,0.5094261854055178,0.0014175231;0;0.00018387383;0;0;0.0067135456;0;0.0024736775;0;0.00033861662;0,18117.45;0;2;0;0;22865.757;0;2;0;94.088453;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.78,True,405.78084042299093,8.281241644555148,5.407108156243691,0.966622612684821,0.966622612684821,3.337738731517903,27.035540781218483,10.313903263144082,0.0004509566026927967,0.48916751081227794,2.2796758e-05;0;6.0065451e-05;6.8054817e-05;8.2155534e-05;0.0019303051;0.001225839;0.00032982367;0;0.00051071345;0.00073076887,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001389136139902916
BGM,lambda,0.78,True,314.5453005854739,6.419291850900208,7.013234856055462,0.9773674147247036,0.9773674147247036,2.2632585275296435,35.066174280277345,17.794066506367766,0.0004985839632183677,0.49172856947534244,2.6273801e-05;0;1.3620284e-06;0.0002613305;0.00018586951;0.001472652;0.0010910513;0.000989471;0;0.00046498015;0.00099143333,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001389136139902916
APM,lambda,0.78,True,516.3746182513894,10.538257520711987,8.486434983945855,0.9451044956005145,0.9451044956005145,5.4895504399485535,33.95775029963105,8.139711955719324,0.0005471595382741351,0.4865531001628654,3.0290607e-05;0;8.0382002e-05;0;0;0.0022979823;0.0016164874;0.001030699;0;0;0.00096291371,3310.6933;0;8;0;64.971167;12522.767;14758.267;2;0;6.7575;155.72,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001389136139902916
Proposed,lambda,0.79,True,589.038822203573,51.32393816636851,58.010899929772314,0.901375311486406,0.901375311486406,9.862468851359395,35.791066251011976,12.832006530854814,0.0010245357834741625,0.5094261854055178,0.0014356965;0;0.00018623119;0;0;0.0067996167;0;0.0025053913;0;0.00034295786;0,18117.45;0;2;0;0;22865.757;0;2;0;94.088453;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.79,True,405.45475020802974,8.274586742209003,5.476430055682716,0.966622612684821,0.966622612684821,3.337738731517903,27.382150278413594,10.41160120812759,0.00045673809759911465,0.48916751081227794,2.3089024e-05;0;6.0835521e-05;6.8927315e-05;8.320881e-05;0.0019550526;0.0012415549;0.00033405218;0;0.00051726106;0.0007401377,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00013891361399029158
BGM,lambda,0.79,True,314.1223485756933,6.410660177231215,7.103148123440796,0.9773674147247036,0.9773674147247036,2.2632585275296435,35.51574061720398,17.980943968502963,0.000504976065310911,0.49172856947534244,2.6610645e-05;0;1.3794903e-06;0.00026468089;0.00018825245;0.0014915322;0.0011050391;0.0010021565;0;0.00047094143;0.001004144,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.00013891361399029158
APM,lambda,0.79,True,515.9479997736672,10.52955102116664,8.59523543245799,0.9451044956005145,0.9451044956005145,5.4895504399485535,34.39310607270325,8.217426603282727,0.0005541744041494444,0.4865531001628654,3.0678948e-05;0;8.1412541e-05;0;0;0.0023274436;0.0016372116;0.001043913;0;0;0.00097525876,3310.6933;0;8;0;64.971167;12522.767;14758.267;2;0;6.7575;155.72,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.00013891361399029158
Proposed,lambda,0.8,True,587.4368568274845,51.97601021404407,58.745215118756775,0.901375311486406,0.901375311486406,9.862468851359395,36.24411772254378,12.9944369932707,0.0010375045908599116,0.5094261854055178,0.0014538699;0;0.00018858854;0;0;0.0068856878;0;0.0025371051;0;0.0003472991;0,18117.45;0;2;0;0;22865.757;0;2;0;94.088453;0,Full three-stage Stackelberg backward induction.,linear,log,analytical_main_model,
SRC,lambda,0.8,True,405.1286599930686,8.267931839862861,5.545751955121734,0.966622612684821,0.966622612684821,3.337738731517903,27.728759775608697,10.509299153111098,0.00046251959250543235,0.48916751081227794,2.338129e-05;0;6.1605591e-05;6.9799813e-05;8.4262086e-05;0.0019798001;0.0012572707;0.00033828068;0;0.00052380867;0.00074950653,2896.8567;0;7;1;2273.9908;10957.421;12913.483;1;0;236.5125;136.255,"Static risk compensation baseline aligned with the statistical robustness experiment: fixed policy level, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001389136139902916
BGM,lambda,0.8,True,313.69939656591276,6.402028503562228,7.1930613908261165,0.9773674147247036,0.9773674147247036,2.2632585275296435,35.96530695413061,18.167821430638156,0.0005113681674034541,0.49172856947534244,2.6947488e-05;0;1.3969522e-06;0.00026803128;0.00019063539;0.0015104123;0.001119027;0.0010148421;0;0.00047690272;0.0010168547,3130.931;0;1;2;3439.65;8359.5426;12096.96;2;0;215.33331;162.0979,"Bargaining-style baseline aligned with the statistical robustness experiment: risk-weighted allocation, common risk cap, risk compensation, and positive TSP surplus.",linear,log,,0.0001389136139902916
APM,lambda,0.8,True,515.5213812959452,10.5208445216213,8.70403588097011,0.9451044956005145,0.9451044956005145,5.4895504399485535,34.828461845775436,8.295141250846125,0.000561189270024754,0.4865531001628654,3.106729e-05;0;8.2443079e-05;0;0;0.0023569049;0.0016579358;0.0010571271;0;0;0.00098760381,3310.6933;0;8;0;64.971167;12522.767;14758.267;2;0;6.7575;155.72,"Auction-style baseline aligned with the statistical robustness experiment: marginal-match ranking, common risk cap, risk compensation, and second-price-style floor.",linear,log,,0.0001389136139902916
