decay_type,experiment_name,varied_parameter,varied_value,mechanism,USC,UTSP,UDP,delivery_time,pS,pT,avg_pT,psr,avg_psr,quality_q,risk_cost
linear,effectiveness,pT_A2,0.0008762541806020067,sensitivity_pT,677.6941108066221,61.33755460193217,50.38860825112346,0.8655231122652669,9.181222726159957,0.0008762541806020067,0.0008762541806020067,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.000882943143812709,sensitivity_pT,677.6941108066221,61.25113176157,50.49663680157617,0.8655231122652669,9.181222726159957,0.000882943143812709,0.000882943143812709,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.0008896321070234114,sensitivity_pT,677.6941108066221,61.16470892120782,50.6046653520289,0.8655231122652669,9.181222726159957,0.0008896321070234114,0.0008896321070234114,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.0008963210702341137,sensitivity_pT,677.6941108066221,61.07828608084563,50.71269390248163,0.8655231122652669,9.181222726159957,0.0008963210702341137,0.0008963210702341137,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.000903010033444816,sensitivity_pT,677.6941108066221,60.99186324048345,50.82072245293436,0.8655231122652669,9.181222726159957,0.000903010033444816,0.000903010033444816,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.0009096989966555183,sensitivity_pT,677.6941108066221,60.905440400121265,50.92875100338709,0.8655231122652669,9.181222726159957,0.0009096989966555183,0.0009096989966555183,0.5337369910510283,0.5337369910510283,13.44768877347331,27.03503872313542
linear,effectiveness,pT_A2,0.0009163879598662207,sensitivity_pT,678.896861458657,61.60182105235157,51.03795506832667,0.8644780239569285,9.181222726159957,0.0009163879598662207,0.0009163879598662207,0.5344760893511024,0.5344760893511024,13.552197604307148,27.254757408828013
linear,effectiveness,pT_A2,0.0009230769230769231,sensitivity_pT,678.896861458657,61.51410831884964,51.14759598520408,0.8644780239569285,9.181222726159957,0.0009230769230769231,0.0009230769230769231,0.5344760893511024,0.5344760893511024,13.552197604307148,27.254757408828013
linear,effectiveness,pT_A2,0.0009297658862876254,sensitivity_pT,678.896861458657,61.426395585347734,51.25723690208146,0.8644780239569285,9.181222726159957,0.0009297658862876254,0.0009297658862876254,0.5344760893511024,0.5344760893511024,13.552197604307148,27.254757408828013
linear,effectiveness,pT_A2,0.0009364548494983278,sensitivity_pT,678.896861458657,61.33868285184582,51.366877818958855,0.8644780239569285,9.181222726159957,0.0009364548494983278,0.0009364548494983278,0.5344760893511024,0.5344760893511024,13.552197604307148,27.254757408828013
